player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Night Stalker,Pudge,Weaver,Bristleback,Legion Commander,Alchemist,Viper,Wraith King,Monkey King,Bane,True
Jakiro,Chen,Huskar,Pudge,Lich,Anti-Mage,Mirana,Undying,Medusa,Bloodseeker,True
Witch Doctor,Doom,Windranger,Venomancer,Anti-Mage,Invoker,Earth Spirit,Sniper,Phantom Assassin,Ogre Magi,True
Clinkz,Invoker,Monkey King,Dazzle,Phantom Assassin,Weaver,Tinker,Spectre,Pudge,Axe,True
Phantom Lancer,Axe,Juggernaut,Riki,Shadow Fiend,Invoker,Io,Bounty Hunter,Necrophos,Slark,False
Shadow Fiend,Disruptor,Drow Ranger,Invoker,Troll Warlord,Necrophos,Alchemist,Tidehunter,Meepo,Kunkka,True
Shadow Fiend,Zeus,Monkey King,Bloodseeker,Clinkz,Lich,Lone Druid,Slark,Sniper,Viper,False
Necrophos,Axe,Tiny,Night Stalker,Lycan,Weaver,Wraith King,Io,Rubick,Chen,True
Night Stalker,Earthshaker,Dragon Knight,Clockwerk,Faceless Void,Nature's Prophet,Legion Commander,Treant Protector,Ursa,Jakiro,False
Huskar,Earth Spirit,Zeus,Necrophos,Anti-Mage,Ogre Magi,Enchantress,Phantom Lancer,Viper,Chaos Knight,False
Terrorblade,Phantom Assassin,Visage,Lina,Queen of Pain,Enchantress,Winter Wyvern,Zeus,Riki,Batrider,False
Crystal Maiden,Shadow Fiend,Wraith King,Spirit Breaker,Drow Ranger,Slark,Centaur Warrunner,Alchemist,Nyx Assassin,Ursa,True
Wraith King,Huskar,Techies,Lich,Dragon Knight,Shadow Fiend,Nature's Prophet,Gyrocopter,Lina,Lone Druid,False
Keeper of the Light,Venomancer,Dazzle,Invoker,Nature's Prophet,Lion,Crystal Maiden,Visage,Mirana,Ancient Apparition,True
Outworld Devourer,Broodmother,Sand King,Windranger,Slardar,Bristleback,Juggernaut,Earthshaker,Mirana,Lone Druid,False
Ursa,Phantom Assassin,Sniper,Broodmother,Timbersaw,Faceless Void,Medusa,Io,Techies,Arc Warden,True
Phantom Assassin,Monkey King,Lion,Storm Spirit,Nyx Assassin,Mirana,Night Stalker,Tidehunter,Sven,Slark,True
Beastmaster,Anti-Mage,Huskar,Io,Monkey King,Lycan,Spirit Breaker,Gyrocopter,Clinkz,Meepo,False
Zeus,Faceless Void,Clinkz,Queen of Pain,Lifestealer,Lich,Brewmaster,Batrider,Oracle,Night Stalker,True
Sven,Necrophos,Dragon Knight,Enigma,Keeper of the Light,Phantom Assassin,Faceless Void,Bloodseeker,Viper,Invoker,True
Tiny,Slardar,Night Stalker,Clockwerk,Elder Titan,Pudge,Timbersaw,Bounty Hunter,Earthshaker,Doom,True
Broodmother,Pudge,Juggernaut,Tusk,Lich,Skywrath Mage,Phantom Assassin,Shadow Shaman,Bloodseeker,Weaver,False
Axe,Lina,Dazzle,Legion Commander,Pugna,Ogre Magi,Phantom Lancer,Necrophos,Sven,Tiny,True
Elder Titan,Vengeful Spirit,Drow Ranger,Alchemist,Juggernaut,Anti-Mage,Faceless Void,Io,Nyx Assassin,Spectre,True
Io,Abaddon,Sand King,Pudge,Timbersaw,Mirana,Chaos Knight,Morphling,Medusa,Slark,True
Elder Titan,Lion,Nature's Prophet,Underlord,Necrophos,Huskar,Dark Seer,Spirit Breaker,Bloodseeker,Bane,True
Tidehunter,Wraith King,Earth Spirit,Timbersaw,Lifestealer,Visage,Dazzle,Anti-Mage,Dragon Knight,Gyrocopter,False
Earth Spirit,Viper,Tiny,Naga Siren,Bristleback,Nature's Prophet,Sniper,Io,Ember Spirit,Riki,False
Sand King,Axe,Monkey King,Warlock,Night Stalker,Spirit Breaker,Legion Commander,Zeus,Weaver,Bristleback,True
Zeus,Timbersaw,Sniper,Troll Warlord,Silencer,Juggernaut,Outworld Devourer,Drow Ranger,Enigma,Pugna,False
Invoker,Elder Titan,Alchemist,Magnus,Omniknight,Pudge,Huskar,Bloodseeker,Luna,Monkey King,False
Dark Seer,Troll Warlord,Huskar,Witch Doctor,Shadow Fiend,Beastmaster,Tusk,Mirana,Medusa,Enchantress,True
Wraith King,Bloodseeker,Windranger,Shadow Fiend,Luna,Viper,Phantom Assassin,Mirana,Disruptor,Riki,True
Invoker,Omniknight,Broodmother,Elder Titan,Juggernaut,Weaver,Monkey King,Earthshaker,Phantom Assassin,Crystal Maiden,False
Brewmaster,Faceless Void,Tiny,Zeus,Doom,Earthshaker,Puck,Centaur Warrunner,Dragon Knight,Storm Spirit,True
Bloodseeker,Necrophos,Jakiro,Slark,Kunkka,Faceless Void,Phantom Lancer,Zeus,Enchantress,Phoenix,True
Outworld Devourer,Viper,Elder Titan,Disruptor,Gyrocopter,Undying,Tinker,Axe,Chaos Knight,Alchemist,True
Outworld Devourer,Wraith King,Lone Druid,Beastmaster,Lina,Windranger,Skywrath Mage,Weaver,Tiny,Treant Protector,False
Riki,Timbersaw,Elder Titan,Sniper,Shadow Fiend,Necrophos,Windranger,Lich,Pudge,Wraith King,False
Slark,Witch Doctor,Bristleback,Meepo,Crystal Maiden,Clockwerk,Magnus,Rubick,Lycan,Pudge,True
Bloodseeker,Storm Spirit,Windranger,Keeper of the Light,Lina,Lone Druid,Warlock,Terrorblade,Elder Titan,Rubick,True
Luna,Riki,Phantom Assassin,Skywrath Mage,Vengeful Spirit,Huskar,Bloodseeker,Pugna,Bane,Zeus,True
Pudge,Riki,Storm Spirit,Skywrath Mage,Faceless Void,Sniper,Bloodseeker,Earthshaker,Necrophos,Timbersaw,True
Keeper of the Light,Tusk,Earthshaker,Templar Assassin,Necrophos,Enchantress,Monkey King,Visage,Skywrath Mage,Anti-Mage,False
Rubick,Bounty Hunter,Mirana,Timbersaw,Tidehunter,Lifestealer,Windranger,Legion Commander,Skywrath Mage,Outworld Devourer,False
Spirit Breaker,Viper,Zeus,Lifestealer,Necrophos,Bloodseeker,Omniknight,Outworld Devourer,Clinkz,Huskar,True
Huskar,Pudge,Tusk,Invoker,Phantom Assassin,Juggernaut,Bloodseeker,Alchemist,Witch Doctor,Zeus,False
Morphling,Magnus,Meepo,Lycan,Puck,Razor,Shadow Shaman,Lina,Terrorblade,Shadow Fiend,False
Enigma,Shadow Shaman,Mirana,Lina,Slark,Batrider,Viper,Visage,Invoker,Omniknight,False
Vengeful Spirit,Venomancer,Terrorblade,Beastmaster,Mirana,Pudge,Lina,Viper,Lion,Treant Protector,False
Nature's Prophet,Viper,Ursa,Troll Warlord,Invoker,Anti-Mage,Queen of Pain,Lina,Enchantress,Ogre Magi,True
Phantom Assassin,Medusa,Invoker,Riki,Nyx Assassin,Keeper of the Light,Weaver,Spectre,Magnus,Sand King,False
Phantom Assassin,Bloodseeker,Wraith King,Windranger,Drow Ranger,Monkey King,Shadow Shaman,Clinkz,Venomancer,Zeus,True
Queen of Pain,Lina,Rubick,Clockwerk,Spectre,Nature's Prophet,Zeus,Earthshaker,Luna,Silencer,True
Mirana,Juggernaut,Pudge,Sven,Faceless Void,Shadow Fiend,Axe,Bloodseeker,Crystal Maiden,Monkey King,False
Ember Spirit,Monkey King,Crystal Maiden,Faceless Void,Wraith King,Vengeful Spirit,Dragon Knight,Leshrac,Centaur Warrunner,Treant Protector,False
Riki,Windranger,Spirit Breaker,Templar Assassin,Axe,Slark,Ursa,Shadow Shaman,Sniper,Pudge,False
Bristleback,Tinker,Axe,Anti-Mage,Dazzle,Spirit Breaker,Sven,Crystal Maiden,Nature's Prophet,Pudge,False
Ancient Apparition,Lina,Huskar,Night Stalker,Drow Ranger,Sand King,Tinker,Lycan,Centaur Warrunner,Tusk,True
Shadow Shaman,Dragon Knight,Viper,Sand King,Lycan,Templar Assassin,Lone Druid,Mirana,Sven,Tinker,True
Venomancer,Night Stalker,Legion Commander,Meepo,Bounty Hunter,Viper,Luna,Phoenix,Zeus,Death Prophet,False
Luna,Centaur Warrunner,Treant Protector,Pudge,Phantom Assassin,Wraith King,Bloodseeker,Drow Ranger,Storm Spirit,Sniper,True
Sniper,Slark,Meepo,Drow Ranger,Troll Warlord,Lina,Phantom Lancer,Tidehunter,Phantom Assassin,Clinkz,False
Tidehunter,Elder Titan,Alchemist,Beastmaster,Viper,Meepo,Mirana,Faceless Void,Anti-Mage,Omniknight,True
Night Stalker,Vengeful Spirit,Invoker,Sniper,Phantom Assassin,Spirit Breaker,Juggernaut,Sven,Anti-Mage,Luna,False
Dragon Knight,Razor,Troll Warlord,Sand King,Lone Druid,Treant Protector,Queen of Pain,Terrorblade,Nature's Prophet,Phantom Assassin,True
Bloodseeker,Leshrac,Zeus,Disruptor,Broodmother,Venomancer,Warlock,Dragon Knight,Winter Wyvern,Kunkka,True
Axe,Phantom Assassin,Pugna,Anti-Mage,Templar Assassin,Dragon Knight,Pudge,Bounty Hunter,Riki,Zeus,True
Chen,Alchemist,Invoker,Necrophos,Phantom Lancer,Riki,Nature's Prophet,Anti-Mage,Tusk,Puck,True
Necrophos,Sniper,Spirit Breaker,Faceless Void,Windranger,Outworld Devourer,Ogre Magi,Slark,Bristleback,Huskar,True
Disruptor,Shadow Fiend,Spirit Breaker,Nature's Prophet,Magnus,Phantom Assassin,Slark,Lifestealer,Ember Spirit,Timbersaw,True
Witch Doctor,Invoker,Lina,Kunkka,Mirana,Tidehunter,Monkey King,Io,Riki,Skywrath Mage,True
Kunkka,Timbersaw,Doom,Anti-Mage,Drow Ranger,Broodmother,Earthshaker,Treant Protector,Spirit Breaker,Huskar,True
Dragon Knight,Witch Doctor,Bounty Hunter,Luna,Ursa,Storm Spirit,Tidehunter,Bloodseeker,Phoenix,Meepo,True
Ancient Apparition,Jakiro,Venomancer,Nyx Assassin,Axe,Gyrocopter,Broodmother,Timbersaw,Leshrac,Alchemist,True
Anti-Mage,Elder Titan,Phoenix,Tidehunter,Timbersaw,Spectre,Enigma,Crystal Maiden,Terrorblade,Broodmother,False
Sniper,Sven,Anti-Mage,Juggernaut,Drow Ranger,Viper,Ogre Magi,Crystal Maiden,Phantom Assassin,Wraith King,False
Magnus,Mirana,Juggernaut,Outworld Devourer,Pugna,Bristleback,Spectre,Necrophos,Invoker,Monkey King,False
Tusk,Juggernaut,Techies,Lion,Keeper of the Light,Templar Assassin,Pugna,Lina,Sniper,Kunkka,False
Slark,Faceless Void,Arc Warden,Tidehunter,Windranger,Slardar,Chaos Knight,Skywrath Mage,Sven,Riki,False
Ursa,Troll Warlord,Phantom Assassin,Queen of Pain,Templar Assassin,Meepo,Bloodseeker,Skywrath Mage,Wraith King,Legion Commander,False
Invoker,Faceless Void,Bounty Hunter,Naga Siren,Pudge,Witch Doctor,Silencer,Kunkka,Bristleback,Outworld Devourer,False
Sniper,Omniknight,Lycan,Sand King,Phantom Assassin,Techies,Troll Warlord,Bloodseeker,Skywrath Mage,Windranger,True
Windranger,Nature's Prophet,Puck,Pudge,Gyrocopter,Undying,Sniper,Bloodseeker,Chen,Keeper of the Light,True
Lion,Weaver,Earthshaker,Anti-Mage,Zeus,Necrophos,Drow Ranger,Treant Protector,Vengeful Spirit,Windranger,False
Ogre Magi,Necrophos,Faceless Void,Queen of Pain,Phantom Assassin,Earth Spirit,Doom,Pudge,Clinkz,Alchemist,True
Anti-Mage,Bloodseeker,Doom,Broodmother,Earthshaker,Sand King,Bounty Hunter,Storm Spirit,Slark,Disruptor,True
Zeus,Winter Wyvern,Visage,Weaver,Lion,Lycan,Luna,Venomancer,Kunkka,Bounty Hunter,False
Nyx Assassin,Gyrocopter,Juggernaut,Night Stalker,Treant Protector,Outworld Devourer,Phantom Lancer,Terrorblade,Bristleback,Enigma,False
Kunkka,Tiny,Juggernaut,Underlord,Winter Wyvern,Invoker,Visage,Lina,Chen,Storm Spirit,True
Kunkka,Lycan,Bloodseeker,Enigma,Magnus,Keeper of the Light,Winter Wyvern,Nature's Prophet,Tidehunter,Vengeful Spirit,True
Juggernaut,Lifestealer,Weaver,Dazzle,Naga Siren,Warlock,Nyx Assassin,Tidehunter,Disruptor,Lich,False
Spirit Breaker,Huskar,Clinkz,Troll Warlord,Leshrac,Clockwerk,Bloodseeker,Abaddon,Luna,Jakiro,False
Invoker,Viper,Dazzle,Axe,Slark,Chaos Knight,Necrophos,Shadow Shaman,Outworld Devourer,Legion Commander,False
Sniper,Skywrath Mage,Drow Ranger,Wraith King,Pugna,Invoker,Shadow Fiend,Anti-Mage,Underlord,Riki,True
Earth Spirit,Broodmother,Underlord,Lifestealer,Tiny,Arc Warden,Legion Commander,Io,Tusk,Faceless Void,True
Morphling,Ember Spirit,Tiny,Sand King,Sven,Rubick,Storm Spirit,Necrophos,Alchemist,Terrorblade,False
Pudge,Luna,Ember Spirit,Anti-Mage,Juggernaut,Shadow Shaman,Sven,Axe,Shadow Fiend,Bloodseeker,False
Troll Warlord,Invoker,Wraith King,Juggernaut,Sven,Bristleback,Spirit Breaker,Bloodseeker,Windranger,Clinkz,False
Clinkz,Tiny,Dragon Knight,Enigma,Centaur Warrunner,Silencer,Bristleback,Slark,Windranger,Viper,False
Enigma,Phoenix,Pudge,Magnus,Morphling,Anti-Mage,Earthshaker,Mirana,Drow Ranger,Venomancer,False
Kunkka,Viper,Tiny,Earthshaker,Naga Siren,Batrider,Bloodseeker,Beastmaster,Techies,Sven,True
Kunkka,Leshrac,Tidehunter,Ogre Magi,Shadow Fiend,Nature's Prophet,Ancient Apparition,Winter Wyvern,Io,Necrophos,True
Arc Warden,Sven,Ember Spirit,Night Stalker,Spirit Breaker,Dragon Knight,Earthshaker,Zeus,Viper,Bloodseeker,True
Morphling,Chaos Knight,Crystal Maiden,Huskar,Bounty Hunter,Spirit Breaker,Tidehunter,Nyx Assassin,Phantom Lancer,Juggernaut,True
Spirit Breaker,Sven,Techies,Witch Doctor,Queen of Pain,Bloodseeker,Axe,Invoker,Jakiro,Clinkz,True
Lina,Bloodseeker,Windranger,Viper,Legion Commander,Outworld Devourer,Chaos Knight,Phoenix,Drow Ranger,Phantom Assassin,True
Rubick,Magnus,Terrorblade,Mirana,Morphling,Spectre,Naga Siren,Shadow Fiend,Silencer,Shadow Shaman,False
Leshrac,Sven,Troll Warlord,Bloodseeker,Queen of Pain,Crystal Maiden,Chaos Knight,Monkey King,Doom,Shadow Fiend,True
Sniper,Vengeful Spirit,Mirana,Necrophos,Phantom Assassin,Viper,Sven,Invoker,Shadow Shaman,Lifestealer,True
Invoker,Sniper,Shadow Shaman,Pugna,Venomancer,Leshrac,Lich,Medusa,Pudge,Dragon Knight,True
Timbersaw,Ember Spirit,Lycan,Elder Titan,Broodmother,Huskar,Pudge,Earth Spirit,Faceless Void,Tiny,False
Chen,Bounty Hunter,Zeus,Anti-Mage,Faceless Void,Mirana,Huskar,Venomancer,Nyx Assassin,Chaos Knight,False
Nyx Assassin,Death Prophet,Night Stalker,Dazzle,Templar Assassin,Pugna,Visage,Pudge,Shadow Shaman,Juggernaut,True
Chaos Knight,Broodmother,Chen,Morphling,Viper,Sven,Shadow Fiend,Jakiro,Medusa,Puck,False
Meepo,Nature's Prophet,Windranger,Spectre,Pugna,Chen,Zeus,Lina,Witch Doctor,Lich,True
Sven,Riki,Slardar,Meepo,Dazzle,Sniper,Lifestealer,Winter Wyvern,Crystal Maiden,Chaos Knight,True
Night Stalker,Lich,Sniper,Lion,Tidehunter,Witch Doctor,Zeus,Luna,Medusa,Disruptor,True
Warlock,Alchemist,Medusa,Treant Protector,Drow Ranger,Bloodseeker,Magnus,Legion Commander,Centaur Warrunner,Lion,False
Tiny,Ancient Apparition,Earth Spirit,Lone Druid,Winter Wyvern,Tidehunter,Medusa,Bounty Hunter,Weaver,Mirana,True
Legion Commander,Night Stalker,Doom,Phantom Assassin,Skywrath Mage,Dragon Knight,Nature's Prophet,Sniper,Shadow Shaman,Keeper of the Light,True
Phantom Assassin,Lion,Juggernaut,Pudge,Ember Spirit,Slark,Windranger,Lina,Keeper of the Light,Sniper,False
Outworld Devourer,Timbersaw,Windranger,Clinkz,Skywrath Mage,Queen of Pain,Venomancer,Enigma,Bounty Hunter,Clockwerk,True
Warlock,Abaddon,Silencer,Timbersaw,Ancient Apparition,Mirana,Monkey King,Pudge,Slardar,Bloodseeker,True
Chaos Knight,Doom,Axe,Pudge,Spirit Breaker,Tidehunter,Bristleback,Crystal Maiden,Medusa,Jakiro,False
Bristleback,Bounty Hunter,Pudge,Wraith King,Shadow Shaman,Disruptor,Bloodseeker,Anti-Mage,Lich,Windranger,False
Rubick,Vengeful Spirit,Magnus,Silencer,Invoker,Enchantress,Anti-Mage,Phantom Assassin,Venomancer,Shadow Demon,True
Sand King,Crystal Maiden,Phoenix,Sniper,Wraith King,Phantom Assassin,Mirana,Bane,Spirit Breaker,Naga Siren,False
Tusk,Tidehunter,Viper,Dark Seer,Winter Wyvern,Lycan,Medusa,Lich,Arc Warden,Zeus,True
Alchemist,Beastmaster,Pudge,Centaur Warrunner,Earthshaker,Faceless Void,Ogre Magi,Nyx Assassin,Underlord,Keeper of the Light,True
Beastmaster,Leshrac,Venomancer,Vengeful Spirit,Spirit Breaker,Silencer,Visage,Chen,Lina,Storm Spirit,True
Luna,Riki,Sniper,Winter Wyvern,Tidehunter,Juggernaut,Faceless Void,Zeus,Spirit Breaker,Storm Spirit,False
Skywrath Mage,Bloodseeker,Axe,Brewmaster,Witch Doctor,Medusa,Bane,Naga Siren,Lina,Slardar,True
Viper,Necrophos,Earth Spirit,Crystal Maiden,Faceless Void,Spectre,Clockwerk,Puck,Timbersaw,Riki,True
Arc Warden,Rubick,Weaver,Nyx Assassin,Skywrath Mage,Tinker,Alchemist,Medusa,Crystal Maiden,Omniknight,True
Wraith King,Rubick,Dark Seer,Tinker,Faceless Void,Anti-Mage,Kunkka,Lion,Invoker,Bloodseeker,False
Tidehunter,Sven,Phantom Assassin,Nyx Assassin,Clinkz,Slark,Sniper,Monkey King,Riki,Enigma,True
Luna,Sniper,Leshrac,Night Stalker,Clockwerk,Vengeful Spirit,Venomancer,Bounty Hunter,Razor,Phantom Assassin,True
Viper,Enigma,Phoenix,Earthshaker,Phantom Assassin,Venomancer,Chaos Knight,Crystal Maiden,Sniper,Storm Spirit,False
Templar Assassin,Alchemist,Underlord,Enigma,Venomancer,Windranger,Winter Wyvern,Shadow Shaman,Ursa,Ancient Apparition,True
Winter Wyvern,Alchemist,Kunkka,Enigma,Beastmaster,Lich,Lion,Sven,Disruptor,Clockwerk,True
Huskar,Kunkka,Tidehunter,Broodmother,Treant Protector,Dragon Knight,Timbersaw,Bristleback,Pudge,Omniknight,False
Axe,Lina,Monkey King,Centaur Warrunner,Brewmaster,Razor,Phantom Assassin,Windranger,Clinkz,Bristleback,False
Io,Omniknight,Techies,Witch Doctor,Spirit Breaker,Luna,Broodmother,Axe,Kunkka,Nature's Prophet,False
Venomancer,Mirana,Invoker,Luna,Treant Protector,Lion,Warlock,Axe,Pudge,Batrider,True
Elder Titan,Crystal Maiden,Juggernaut,Lycan,Centaur Warrunner,Bristleback,Windranger,Kunkka,Pudge,Monkey King,True
Leshrac,Magnus,Omniknight,Clockwerk,Shadow Fiend,Nature's Prophet,Techies,Visage,Oracle,Winter Wyvern,True
Pudge,Bristleback,Earthshaker,Queen of Pain,Necrophos,Lion,Legion Commander,Sven,Tinker,Lich,True
Tiny,Phantom Assassin,Anti-Mage,Lina,Sven,Sniper,Bristleback,Skywrath Mage,Riki,Pudge,False
Oracle,Phantom Assassin,Shadow Shaman,Omniknight,Monkey King,Lion,Invoker,Phoenix,Pudge,Luna,False
Shadow Fiend,Venomancer,Pudge,Techies,Anti-Mage,Magnus,Shadow Demon,Keeper of the Light,Ancient Apparition,Mirana,True
Chaos Knight,Visage,Nyx Assassin,Skywrath Mage,Medusa,Ursa,Wraith King,Centaur Warrunner,Ember Spirit,Ancient Apparition,False
Meepo,Jakiro,Morphling,Shadow Fiend,Phantom Assassin,Elder Titan,Outworld Devourer,Tinker,Nyx Assassin,Skywrath Mage,True
Medusa,Windranger,Bloodseeker,Phantom Assassin,Wraith King,Luna,Meepo,Phantom Lancer,Clinkz,Legion Commander,True
Meepo,Puck,Chaos Knight,Shadow Fiend,Riki,Anti-Mage,Invoker,Bristleback,Razor,Axe,False
Venomancer,Treant Protector,Leshrac,Luna,Mirana,Tidehunter,Undying,Legion Commander,Earth Spirit,Slark,True
Bloodseeker,Nature's Prophet,Nyx Assassin,Mirana,Invoker,Ember Spirit,Chaos Knight,Beastmaster,Faceless Void,Shadow Fiend,True
Troll Warlord,Phantom Lancer,Terrorblade,Crystal Maiden,Underlord,Lina,Anti-Mage,Nyx Assassin,Necrophos,Enigma,True
Invoker,Bristleback,Ancient Apparition,Keeper of the Light,Sven,Nature's Prophet,Spirit Breaker,Drow Ranger,Chaos Knight,Riki,False
Warlock,Lina,Brewmaster,Kunkka,Huskar,Windranger,Morphling,Luna,Mirana,Monkey King,True
Viper,Juggernaut,Bloodseeker,Windranger,Death Prophet,Phoenix,Pudge,Tiny,Alchemist,Spirit Breaker,True
Ursa,Riki,Gyrocopter,Ogre Magi,Troll Warlord,Clinkz,Sand King,Mirana,Legion Commander,Doom,True
Zeus,Weaver,Bristleback,Anti-Mage,Venomancer,Monkey King,Ursa,Bloodseeker,Pugna,Lion,True
Lich,Slark,Lina,Wraith King,Ember Spirit,Pudge,Invoker,Tidehunter,Anti-Mage,Monkey King,False
Shadow Shaman,Kunkka,Outworld Devourer,Sniper,Windranger,Anti-Mage,Juggernaut,Legion Commander,Doom,Zeus,True
Sven,Jakiro,Nature's Prophet,Slark,Bloodseeker,Huskar,Rubick,Bristleback,Phantom Assassin,Faceless Void,False
Windranger,Ursa,Dazzle,Nature's Prophet,Sand King,Lone Druid,Crystal Maiden,Alchemist,Dragon Knight,Naga Siren,True
Centaur Warrunner,Enigma,Viper,Shadow Shaman,Chaos Knight,Faceless Void,Magnus,Templar Assassin,Venomancer,Ogre Magi,True
Invoker,Terrorblade,Kunkka,Skywrath Mage,Techies,Pudge,Ember Spirit,Tinker,Treant Protector,Drow Ranger,False
Invoker,Io,Morphling,Broodmother,Visage,Treant Protector,Wraith King,Chen,Bounty Hunter,Phantom Assassin,False
Bristleback,Phantom Assassin,Naga Siren,Shadow Fiend,Shadow Shaman,Weaver,Luna,Dragon Knight,Lich,Terrorblade,True
Spirit Breaker,Rubick,Bloodseeker,Slark,Ember Spirit,Lina,Anti-Mage,Enigma,Zeus,Monkey King,True
Medusa,Legion Commander,Leshrac,Luna,Lycan,Omniknight,Doom,Tinker,Clinkz,Phoenix,True
Outworld Devourer,Slardar,Chaos Knight,Ursa,Phantom Assassin,Spectre,Io,Sniper,Chen,Wraith King,True
Visage,Enchantress,Juggernaut,Weaver,Wraith King,Puck,Warlock,Lone Druid,Legion Commander,Keeper of the Light,True
Luna,Abaddon,Vengeful Spirit,Drow Ranger,Beastmaster,Morphling,Terrorblade,Dragon Knight,Underlord,Legion Commander,True
Phantom Assassin,Wraith King,Slardar,Puck,Weaver,Spirit Breaker,Bloodseeker,Bounty Hunter,Sniper,Enchantress,True
Abaddon,Warlock,Necrophos,Ember Spirit,Rubick,Pudge,Earthshaker,Vengeful Spirit,Witch Doctor,Night Stalker,True
Gyrocopter,Storm Spirit,Bane,Luna,Alchemist,Huskar,Razor,Axe,Mirana,Chaos Knight,False
Necrophos,Chaos Knight,Juggernaut,Vengeful Spirit,Dark Seer,Ancient Apparition,Phantom Assassin,Shadow Shaman,Bloodseeker,Drow Ranger,True
Leshrac,Vengeful Spirit,Zeus,Sand King,Axe,Dazzle,Pugna,Faceless Void,Bounty Hunter,Crystal Maiden,True
Windranger,Zeus,Brewmaster,Dazzle,Nature's Prophet,Invoker,Tusk,Pudge,Legion Commander,Ember Spirit,True
Shadow Fiend,Earthshaker,Sand King,Morphling,Axe,Ember Spirit,Nyx Assassin,Spirit Breaker,Gyrocopter,Winter Wyvern,False
Templar Assassin,Phantom Lancer,Sniper,Faceless Void,Tusk,Broodmother,Phantom Assassin,Spectre,Techies,Storm Spirit,True
Ursa,Lich,Zeus,Lion,Clinkz,Windranger,Viper,Huskar,Ogre Magi,Sniper,False
Sand King,Enchantress,Crystal Maiden,Mirana,Phoenix,Dark Seer,Razor,Axe,Lone Druid,Luna,False
Phantom Assassin,Ember Spirit,Spirit Breaker,Earthshaker,Elder Titan,Templar Assassin,Nyx Assassin,Axe,Sand King,Wraith King,True
Bloodseeker,Keeper of the Light,Alchemist,Sniper,Magnus,Anti-Mage,Invoker,Medusa,Crystal Maiden,Juggernaut,False
Sand King,Wraith King,Silencer,Shadow Demon,Morphling,Faceless Void,Storm Spirit,Troll Warlord,Luna,Ancient Apparition,False
Lina,Tiny,Drow Ranger,Nature's Prophet,Shadow Fiend,Viper,Earth Spirit,Dazzle,Undying,Ancient Apparition,True
Phantom Assassin,Dark Seer,Enchantress,Pudge,Shadow Fiend,Necrophos,Dragon Knight,Ember Spirit,Lycan,Juggernaut,True
Disruptor,Batrider,Outworld Devourer,Kunkka,Weaver,Underlord,Earthshaker,Tiny,Tinker,Shadow Shaman,True
Windranger,Spectre,Luna,Night Stalker,Lion,Monkey King,Dazzle,Storm Spirit,Riki,Visage,False
Lycan,Clockwerk,Magnus,Troll Warlord,Sniper,Keeper of the Light,Arc Warden,Abaddon,Meepo,Chen,True
Arc Warden,Puck,Underlord,Storm Spirit,Elder Titan,Keeper of the Light,Ursa,Enigma,Juggernaut,Spectre,False
Venomancer,Mirana,Bloodseeker,Medusa,Silencer,Earthshaker,Luna,Tiny,Vengeful Spirit,Lycan,True
Phantom Assassin,Dragon Knight,Razor,Drow Ranger,Pudge,Sniper,Meepo,Faceless Void,Lina,Windranger,True
Magnus,Tidehunter,Chaos Knight,Earthshaker,Phoenix,Omniknight,Dragon Knight,Lycan,Elder Titan,Timbersaw,True
Gyrocopter,Sven,Nyx Assassin,Storm Spirit,Enigma,Ancient Apparition,Winter Wyvern,Death Prophet,Doom,Riki,True
Viper,Bloodseeker,Faceless Void,Drow Ranger,Dazzle,Clinkz,Templar Assassin,Undying,Slark,Spirit Breaker,False
Spectre,Sniper,Io,Rubick,Puck,Ancient Apparition,Venomancer,Terrorblade,Magnus,Razor,True
Beastmaster,Shadow Fiend,Vengeful Spirit,Drow Ranger,Templar Assassin,Chen,Pugna,Oracle,Elder Titan,Invoker,True
Luna,Io,Invoker,Jakiro,Slardar,Weaver,Bloodseeker,Pudge,Timbersaw,Skywrath Mage,False
Necrophos,Monkey King,Outworld Devourer,Tiny,Earth Spirit,Invoker,Techies,Mirana,Sand King,Sniper,False
Bounty Hunter,Batrider,Winter Wyvern,Sven,Slardar,Wraith King,Mirana,Brewmaster,Slark,Shadow Demon,True
Meepo,Techies,Lone Druid,Keeper of the Light,Zeus,Warlock,Axe,Winter Wyvern,Sven,Tidehunter,True
Clinkz,Luna,Medusa,Nature's Prophet,Storm Spirit,Keeper of the Light,Tidehunter,Io,Crystal Maiden,Abaddon,True
Arc Warden,Spirit Breaker,Pudge,Winter Wyvern,Warlock,Lina,Doom,Slark,Morphling,Omniknight,False
