player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Chaos Knight,Centaur Warrunner,Venomancer,Sven,Dragon Knight,Silencer,Tinker,Nature's Prophet,Undying,Clinkz,False
Lone Druid,Sniper,Nature's Prophet,Troll Warlord,Bristleback,Puck,Monkey King,Lifestealer,Spectre,Earth Spirit,True
Legion Commander,Wraith King,Faceless Void,Troll Warlord,Ogre Magi,Clockwerk,Alchemist,Lone Druid,Jakiro,Naga Siren,False
Doom,Ancient Apparition,Juggernaut,Alchemist,Winter Wyvern,Brewmaster,Lycan,Zeus,Tusk,Monkey King,False
Riki,Monkey King,Phantom Assassin,Shadow Demon,Tidehunter,Earthshaker,Lifestealer,Luna,Sven,Pudge,True
Tiny,Drow Ranger,Nyx Assassin,Faceless Void,Witch Doctor,Winter Wyvern,Lina,Bloodseeker,Wraith King,Phantom Lancer,True
Tinker,Alchemist,Weaver,Riki,Dazzle,Dragon Knight,Timbersaw,Monkey King,Abaddon,Venomancer,True
Nature's Prophet,Tinker,Sniper,Spectre,Legion Commander,Spirit Breaker,Pugna,Bristleback,Silencer,Storm Spirit,False
Clockwerk,Wraith King,Lycan,Clinkz,Dazzle,Disruptor,Keeper of the Light,Zeus,Sniper,Ancient Apparition,True
Alchemist,Abaddon,Lion,Axe,Clinkz,Lina,Anti-Mage,Witch Doctor,Pudge,Nyx Assassin,True
Venomancer,Phantom Lancer,Bounty Hunter,Anti-Mage,Phantom Assassin,Razor,Keeper of the Light,Ursa,Tiny,Pugna,True
Legion Commander,Shadow Fiend,Drow Ranger,Vengeful Spirit,Tinker,Witch Doctor,Slark,Razor,Phantom Lancer,Ursa,False
Phantom Assassin,Slark,Zeus,Wraith King,Witch Doctor,Ogre Magi,Ursa,Bloodseeker,Sven,Sniper,False
Brewmaster,Clockwerk,Treant Protector,Witch Doctor,Weaver,Disruptor,Dark Seer,Lich,Centaur Warrunner,Slardar,True
Arc Warden,Treant Protector,Silencer,Clinkz,Slark,Zeus,Spirit Breaker,Nature's Prophet,Bounty Hunter,Winter Wyvern,True
Wraith King,Beastmaster,Omniknight,Timbersaw,Vengeful Spirit,Leshrac,Tidehunter,Necrophos,Nature's Prophet,Lich,True
Enigma,Lifestealer,Axe,Sniper,Nature's Prophet,Riki,Night Stalker,Venomancer,Zeus,Alchemist,True
Nature's Prophet,Enchantress,Slark,Sniper,Windranger,Pudge,Witch Doctor,Invoker,Luna,Phantom Assassin,False
Nature's Prophet,Luna,Drow Ranger,Clinkz,Venomancer,Tidehunter,Ancient Apparition,Lion,Necrophos,Morphling,True
Dragon Knight,Bounty Hunter,Clockwerk,Io,Elder Titan,Enchantress,Timbersaw,Winter Wyvern,Tidehunter,Oracle,True
Slark,Drow Ranger,Nature's Prophet,Lycan,Naga Siren,Legion Commander,Io,Lich,Zeus,Tidehunter,True
Sniper,Drow Ranger,Spirit Breaker,Necrophos,Templar Assassin,Ursa,Ogre Magi,Lifestealer,Puck,Venomancer,True
Phantom Lancer,Ogre Magi,Winter Wyvern,Sniper,Magnus,Kunkka,Meepo,Clinkz,Axe,Ember Spirit,True
Chen,Underlord,Vengeful Spirit,Venomancer,Luna,Bristleback,Ancient Apparition,Clockwerk,Enigma,Earthshaker,True
Puck,Gyrocopter,Clinkz,Outworld Devourer,Sand King,Kunkka,Viper,Night Stalker,Warlock,Jakiro,False
Tusk,Puck,Lich,Windranger,Ancient Apparition,Earthshaker,Phoenix,Jakiro,Skywrath Mage,Luna,True
Tidehunter,Bane,Storm Spirit,Batrider,Lion,Slardar,Meepo,Sven,Pudge,Terrorblade,False
Juggernaut,Ember Spirit,Dragon Knight,Chen,Venomancer,Io,Morphling,Spectre,Invoker,Techies,True
Ogre Magi,Spirit Breaker,Sniper,Timbersaw,Phantom Lancer,Centaur Warrunner,Juggernaut,Night Stalker,Shadow Fiend,Gyrocopter,False
Witch Doctor,Troll Warlord,Chaos Knight,Lion,Bounty Hunter,Batrider,Enigma,Omniknight,Razor,Spirit Breaker,False
Pugna,Sand King,Pudge,Shadow Fiend,Arc Warden,Lycan,Dragon Knight,Oracle,Weaver,Timbersaw,True
Doom,Axe,Ursa,Bounty Hunter,Tinker,Windranger,Bristleback,Lifestealer,Lina,Crystal Maiden,False
Ogre Magi,Clockwerk,Viper,Disruptor,Bloodseeker,Dark Seer,Phantom Assassin,Faceless Void,Legion Commander,Earthshaker,False
Death Prophet,Doom,Spectre,Lich,Windranger,Chaos Knight,Gyrocopter,Keeper of the Light,Venomancer,Queen of Pain,False
Abaddon,Kunkka,Windranger,Mirana,Phantom Lancer,Nyx Assassin,Pudge,Shadow Shaman,Monkey King,Faceless Void,False
Legion Commander,Ember Spirit,Centaur Warrunner,Phantom Assassin,Mirana,Bloodseeker,Rubick,Necrophos,Ursa,Lone Druid,False
Luna,Silencer,Juggernaut,Clockwerk,Huskar,Centaur Warrunner,Treant Protector,Faceless Void,Ancient Apparition,Lifestealer,False
Earth Spirit,Monkey King,Viper,Juggernaut,Tiny,Razor,Dragon Knight,Morphling,Lion,Silencer,False
Shadow Shaman,Mirana,Chaos Knight,Viper,Magnus,Necrophos,Clinkz,Earth Spirit,Brewmaster,Rubick,True
Weaver,Viper,Axe,Earthshaker,Luna,Invoker,Broodmother,Anti-Mage,Omniknight,Tusk,False
Bounty Hunter,Pugna,Dazzle,Sniper,Sand King,Death Prophet,Bane,Drow Ranger,Phantom Assassin,Night Stalker,True
Nature's Prophet,Monkey King,Lone Druid,Tiny,Keeper of the Light,Pudge,Sand King,Phantom Lancer,Venomancer,Clockwerk,True
Witch Doctor,Nature's Prophet,Monkey King,Invoker,Sniper,Huskar,Phantom Assassin,Dragon Knight,Shadow Shaman,Anti-Mage,False
Mirana,Venomancer,Invoker,Lone Druid,Sniper,Tidehunter,Oracle,Batrider,Storm Spirit,Lina,True
Shadow Demon,Ursa,Night Stalker,Phantom Assassin,Lion,Lich,Death Prophet,Wraith King,Jakiro,Nature's Prophet,True
Elder Titan,Windranger,Keeper of the Light,Pudge,Jakiro,Monkey King,Luna,Viper,Bloodseeker,Juggernaut,True
Ember Spirit,Disruptor,Earthshaker,Sand King,Invoker,Clinkz,Lina,Enigma,Lich,Silencer,True
Pudge,Bloodseeker,Troll Warlord,Shadow Shaman,Kunkka,Ursa,Terrorblade,Crystal Maiden,Nyx Assassin,Tusk,False
Abaddon,Luna,Drow Ranger,Vengeful Spirit,Beastmaster,Underlord,Morphling,Legion Commander,Dragon Knight,Terrorblade,True
Morphling,Centaur Warrunner,Terrorblade,Doom,Riki,Vengeful Spirit,Tusk,Warlock,Clockwerk,Winter Wyvern,True
Phantom Lancer,Broodmother,Crystal Maiden,Lycan,Venomancer,Phantom Assassin,Wraith King,Lina,Mirana,Chen,True
Nyx Assassin,Necrophos,Ember Spirit,Magnus,Axe,Elder Titan,Legion Commander,Lich,Disruptor,Sniper,True
Sven,Pugna,Enigma,Spectre,Juggernaut,Dragon Knight,Arc Warden,Shadow Demon,Magnus,Tidehunter,True
Bane,Enigma,Pudge,Riki,Abaddon,Dark Seer,Winter Wyvern,Luna,Zeus,Night Stalker,False
Chaos Knight,Lifestealer,Huskar,Sand King,Zeus,Weaver,Alchemist,Undying,Drow Ranger,Bloodseeker,False
Kunkka,Wraith King,Chaos Knight,Anti-Mage,Jakiro,Pudge,Bloodseeker,Crystal Maiden,Viper,Juggernaut,True
Slardar,Vengeful Spirit,Enigma,Ursa,Kunkka,Tidehunter,Winter Wyvern,Keeper of the Light,Witch Doctor,Puck,True
Magnus,Pudge,Ursa,Zeus,Earthshaker,Viper,Timbersaw,Silencer,Bloodseeker,Drow Ranger,False
Zeus,Magnus,Invoker,Windranger,Lifestealer,Drow Ranger,Leshrac,Silencer,Earth Spirit,Gyrocopter,True
Mirana,Nyx Assassin,Lina,Terrorblade,Pudge,Witch Doctor,Phoenix,Faceless Void,Enigma,Alchemist,False
Phantom Lancer,Techies,Phantom Assassin,Lifestealer,Clinkz,Rubick,Huskar,Juggernaut,Bounty Hunter,Riki,True
Sniper,Bloodseeker,Phantom Assassin,Anti-Mage,Silencer,Io,Pugna,Axe,Wraith King,Bounty Hunter,True
Pudge,Chaos Knight,Underlord,Viper,Death Prophet,Broodmother,Phoenix,Phantom Assassin,Centaur Warrunner,Invoker,True
Anti-Mage,Razor,Sand King,Morphling,Faceless Void,Ursa,Monkey King,Earth Spirit,Gyrocopter,Vengeful Spirit,False
Slark,Tinker,Venomancer,Bloodseeker,Crystal Maiden,Lifestealer,Weaver,Templar Assassin,Kunkka,Ursa,False
Dark Seer,Oracle,Medusa,Viper,Necrophos,Troll Warlord,Phantom Lancer,Sven,Beastmaster,Batrider,False
Sniper,Juggernaut,Bristleback,Lich,Windranger,Legion Commander,Invoker,Bloodseeker,Wraith King,Monkey King,False
Kunkka,Nature's Prophet,Sven,Invoker,Jakiro,Pudge,Ember Spirit,Mirana,Techies,Ogre Magi,True
Zeus,Morphling,Rubick,Jakiro,Skywrath Mage,Magnus,Underlord,Viper,Clockwerk,Tiny,True
Phantom Lancer,Invoker,Magnus,Pudge,Nature's Prophet,Undying,Dragon Knight,Alchemist,Doom,Sniper,False
Lone Druid,Visage,Windranger,Alchemist,Elder Titan,Phantom Assassin,Faceless Void,Anti-Mage,Razor,Viper,False
Pudge,Ember Spirit,Bristleback,Mirana,Ogre Magi,Chaos Knight,Earthshaker,Spirit Breaker,Bloodseeker,Queen of Pain,True
Lina,Nature's Prophet,Sand King,Earthshaker,Abaddon,Slark,Zeus,Tidehunter,Silencer,Sniper,False
Vengeful Spirit,Visage,Morphling,Phantom Assassin,Anti-Mage,Witch Doctor,Tidehunter,Underlord,Shadow Fiend,Dazzle,True
Skywrath Mage,Batrider,Bane,Bounty Hunter,Magnus,Lion,Underlord,Visage,Zeus,Venomancer,False
Kunkka,Pugna,Razor,Undying,Drow Ranger,Tidehunter,Timbersaw,Naga Siren,Lich,Io,True
Luna,Legion Commander,Lycan,Lina,Lifestealer,Juggernaut,Earthshaker,Sand King,Necrophos,Phoenix,True
Clinkz,Troll Warlord,Slardar,Abaddon,Nature's Prophet,Wraith King,Io,Monkey King,Centaur Warrunner,Doom,True
Arc Warden,Oracle,Earth Spirit,Shadow Demon,Tidehunter,Kunkka,Spectre,Jakiro,Invoker,Nature's Prophet,False
Leshrac,Drow Ranger,Templar Assassin,Nature's Prophet,Morphling,Slardar,Timbersaw,Medusa,Earthshaker,Underlord,True
Ancient Apparition,Phantom Assassin,Timbersaw,Magnus,Clinkz,Jakiro,Keeper of the Light,Necrophos,Juggernaut,Underlord,True
Windranger,Pugna,Templar Assassin,Nature's Prophet,Dark Seer,Pudge,Tidehunter,Earthshaker,Timbersaw,Earth Spirit,True
Legion Commander,Slark,Pudge,Lina,Necrophos,Luna,Ogre Magi,Skywrath Mage,Outworld Devourer,Tidehunter,False
Sven,Naga Siren,Pugna,Drow Ranger,Spectre,Razor,Timbersaw,Pudge,Jakiro,Io,True
Troll Warlord,Terrorblade,Dragon Knight,Phoenix,Mirana,Alchemist,Zeus,Bloodseeker,Phantom Assassin,Pudge,False
Omniknight,Weaver,Bristleback,Pudge,Lich,Silencer,Ursa,Razor,Chaos Knight,Lycan,False
Broodmother,Anti-Mage,Huskar,Lina,Razor,Jakiro,Doom,Ogre Magi,Shadow Shaman,Silencer,True
Warlock,Mirana,Bane,Morphling,Ancient Apparition,Lycan,Treant Protector,Anti-Mage,Nature's Prophet,Pugna,False
Bloodseeker,Io,Drow Ranger,Ember Spirit,Sniper,Sven,Tinker,Troll Warlord,Witch Doctor,Bristleback,False
Lion,Phantom Assassin,Terrorblade,Clockwerk,Chaos Knight,Spirit Breaker,Clinkz,Night Stalker,Undying,Tiny,False
Terrorblade,Mirana,Oracle,Necrophos,Sand King,Omniknight,Lifestealer,Bloodseeker,Abaddon,Anti-Mage,True
Death Prophet,Nature's Prophet,Vengeful Spirit,Juggernaut,Terrorblade,Chaos Knight,Lycan,Viper,Jakiro,Meepo,True
Dragon Knight,Lycan,Pugna,Kunkka,Nature's Prophet,Morphling,Io,Puck,Ancient Apparition,Necrophos,True
Chaos Knight,Phantom Lancer,Windranger,Wraith King,Death Prophet,Naga Siren,Skywrath Mage,Shadow Fiend,Monkey King,Axe,False
Shadow Shaman,Dark Seer,Brewmaster,Sand King,Nyx Assassin,Omniknight,Vengeful Spirit,Queen of Pain,Bloodseeker,Tinker,False
Bristleback,Omniknight,Phantom Lancer,Lifestealer,Sniper,Necrophos,Lone Druid,Wraith King,Lycan,Anti-Mage,False
Legion Commander,Bounty Hunter,Chaos Knight,Luna,Spectre,Death Prophet,Ogre Magi,Clinkz,Shadow Shaman,Phantom Lancer,False
Pudge,Pugna,Huskar,Phantom Assassin,Io,Earth Spirit,Enchantress,Alchemist,Puck,Axe,True
Ember Spirit,Riki,Disruptor,Anti-Mage,Spectre,Timbersaw,Undying,Tiny,Death Prophet,Razor,False
Huskar,Viper,Alchemist,Rubick,Ursa,Storm Spirit,Omniknight,Clinkz,Io,Anti-Mage,False
Slark,Lone Druid,Leshrac,Dragon Knight,Doom,Tusk,Elder Titan,Beastmaster,Bristleback,Clockwerk,True
Earth Spirit,Tidehunter,Arc Warden,Juggernaut,Tusk,Jakiro,Luna,Undying,Sven,Slardar,False
Ursa,Earthshaker,Crystal Maiden,Drow Ranger,Techies,Centaur Warrunner,Bane,Dragon Knight,Bloodseeker,Wraith King,True
Storm Spirit,Sniper,Kunkka,Axe,Spectre,Io,Tidehunter,Zeus,Visage,Winter Wyvern,True
Tidehunter,Shadow Demon,Winter Wyvern,Meepo,Alchemist,Medusa,Venomancer,Huskar,Enigma,Silencer,False
Tidehunter,Luna,Batrider,Sven,Lifestealer,Clockwerk,Rubick,Riki,Queen of Pain,Naga Siren,True
Pugna,Leshrac,Troll Warlord,Shadow Fiend,Luna,Brewmaster,Clinkz,Timbersaw,Death Prophet,Shadow Demon,True
Phantom Assassin,Bloodseeker,Omniknight,Phantom Lancer,Necrophos,Razor,Winter Wyvern,Dragon Knight,Anti-Mage,Elder Titan,False
Sniper,Venomancer,Sven,Skywrath Mage,Enigma,Rubick,Chaos Knight,Tiny,Lone Druid,Pugna,True
Meepo,Alchemist,Shadow Demon,Abaddon,Crystal Maiden,Queen of Pain,Outworld Devourer,Undying,Slardar,Dark Seer,True
Faceless Void,Earth Spirit,Ancient Apparition,Tinker,Zeus,Venomancer,Necrophos,Lycan,Shadow Shaman,Invoker,False
Monkey King,Tinker,Invoker,Anti-Mage,Spectre,Crystal Maiden,Nature's Prophet,Windranger,Axe,Phantom Assassin,False
Elder Titan,Night Stalker,Warlock,Clockwerk,Ancient Apparition,Anti-Mage,Batrider,Shadow Fiend,Omniknight,Tiny,True
Gyrocopter,Vengeful Spirit,Tinker,Sniper,Kunkka,Juggernaut,Magnus,Lich,Batrider,Keeper of the Light,True
Templar Assassin,Night Stalker,Nature's Prophet,Invoker,Morphling,Viper,Pudge,Tiny,Sven,Magnus,False
Windranger,Axe,Pugna,Tiny,Pudge,Meepo,Shadow Fiend,Shadow Shaman,Visage,Crystal Maiden,False
Legion Commander,Treant Protector,Slark,Earthshaker,Ember Spirit,Alchemist,Necrophos,Invoker,Anti-Mage,Phantom Assassin,True
Jakiro,Bristleback,Ogre Magi,Gyrocopter,Winter Wyvern,Earthshaker,Kunkka,Chaos Knight,Tiny,Templar Assassin,False
Sven,Riki,Invoker,Earthshaker,Beastmaster,Zeus,Silencer,Meepo,Bristleback,Venomancer,False
Kunkka,Bane,Beastmaster,Night Stalker,Visage,Nature's Prophet,Lion,Lich,Chen,Leshrac,True
Keeper of the Light,Bane,Phantom Lancer,Brewmaster,Pudge,Mirana,Naga Siren,Undying,Death Prophet,Silencer,True
Death Prophet,Bounty Hunter,Vengeful Spirit,Warlock,Clockwerk,Nyx Assassin,Axe,Tusk,Doom,Spectre,True
Chaos Knight,Enigma,Tinker,Earthshaker,Death Prophet,Drow Ranger,Brewmaster,Bane,Razor,Lina,False
Earthshaker,Sven,Axe,Phantom Assassin,Anti-Mage,Huskar,Sniper,Bloodseeker,Sand King,Bristleback,True
Arc Warden,Disruptor,Omniknight,Templar Assassin,Jakiro,Winter Wyvern,Vengeful Spirit,Leshrac,Death Prophet,Riki,True
Windranger,Huskar,Phantom Assassin,Chen,Lion,Witch Doctor,Slardar,Sand King,Alchemist,Tidehunter,True
Razor,Undying,Necrophos,Troll Warlord,Viper,Puck,Slark,Phantom Assassin,Pudge,Wraith King,True
Legion Commander,Queen of Pain,Huskar,Ursa,Spectre,Ancient Apparition,Phantom Assassin,Earthshaker,Invoker,Viper,False
Sniper,Wraith King,Lycan,Luna,Lion,Juggernaut,Magnus,Broodmother,Bloodseeker,Phantom Assassin,False
Ember Spirit,Jakiro,Luna,Pudge,Venomancer,Rubick,Dragon Knight,Juggernaut,Sniper,Oracle,False
Windranger,Riki,Bloodseeker,Spectre,Ember Spirit,Razor,Invoker,Nature's Prophet,Winter Wyvern,Pudge,True
Luna,Leshrac,Techies,Sand King,Bloodseeker,Tidehunter,Invoker,Monkey King,Shadow Demon,Rubick,True
Huskar,Bane,Nature's Prophet,Clinkz,Sniper,Dragon Knight,Techies,Winter Wyvern,Earth Spirit,Enchantress,True
Faceless Void,Puck,Crystal Maiden,Anti-Mage,Slardar,Bloodseeker,Spirit Breaker,Lich,Ursa,Tiny,True
Venomancer,Pugna,Tidehunter,Huskar,Treant Protector,Dark Seer,Timbersaw,Vengeful Spirit,Zeus,Io,True
Ember Spirit,Doom,Abaddon,Ursa,Wraith King,Weaver,Jakiro,Brewmaster,Alchemist,Pudge,True
Necrophos,Spectre,Lycan,Lifestealer,Troll Warlord,Morphling,Timbersaw,Chaos Knight,Elder Titan,Meepo,True
Bloodseeker,Sniper,Magnus,Invoker,Meepo,Windranger,Dazzle,Clinkz,Templar Assassin,Elder Titan,True
Pudge,Bristleback,Invoker,Luna,Treant Protector,Juggernaut,Zeus,Axe,Phantom Assassin,Riki,False
Sven,Axe,Tinker,Crystal Maiden,Lich,Shadow Shaman,Phantom Assassin,Anti-Mage,Storm Spirit,Witch Doctor,False
Gyrocopter,Tusk,Phantom Lancer,Razor,Tinker,Pugna,Troll Warlord,Phoenix,Skywrath Mage,Templar Assassin,False
Monkey King,Witch Doctor,Phantom Lancer,Death Prophet,Legion Commander,Dazzle,Huskar,Clinkz,Viper,Bristleback,False
Ursa,Lich,Bane,Bounty Hunter,Kunkka,Ancient Apparition,Wraith King,Mirana,Zeus,Lone Druid,True
Death Prophet,Storm Spirit,Phantom Assassin,Earthshaker,Rubick,Faceless Void,Terrorblade,Pudge,Silencer,Ogre Magi,True
Io,Lone Druid,Dragon Knight,Chen,Timbersaw,Winter Wyvern,Lycan,Slark,Anti-Mage,Tidehunter,False
Bloodseeker,Weaver,Tinker,Invoker,Troll Warlord,Ogre Magi,Undying,Dragon Knight,Tidehunter,Techies,True
Shadow Shaman,Arc Warden,Phantom Assassin,Enigma,Tinker,Tiny,Silencer,Sniper,Shadow Demon,Visage,True
Kunkka,Tiny,Naga Siren,Anti-Mage,Terrorblade,Gyrocopter,Nyx Assassin,Death Prophet,Magnus,Sand King,True
Lone Druid,Pudge,Beastmaster,Faceless Void,Lich,Leshrac,Juggernaut,Luna,Sniper,Clinkz,True
Dragon Knight,Treant Protector,Alchemist,Chen,Troll Warlord,Luna,Sven,Death Prophet,Anti-Mage,Chaos Knight,False
Techies,Brewmaster,Winter Wyvern,Ursa,Sven,Tidehunter,Dragon Knight,Monkey King,Shadow Fiend,Windranger,True
Tidehunter,Riki,Clinkz,Spirit Breaker,Monkey King,Skywrath Mage,Nyx Assassin,Luna,Earthshaker,Weaver,True
Storm Spirit,Legion Commander,Lycan,Riki,Ancient Apparition,Dark Seer,Phoenix,Wraith King,Omniknight,Tusk,False
Tusk,Nature's Prophet,Phantom Assassin,Centaur Warrunner,Spirit Breaker,Tidehunter,Invoker,Lion,Lina,Storm Spirit,True
Bristleback,Razor,Doom,Luna,Sniper,Treant Protector,Lich,Night Stalker,Keeper of the Light,Enchantress,True
Legion Commander,Phantom Lancer,Abaddon,Bane,Juggernaut,Timbersaw,Ancient Apparition,Mirana,Templar Assassin,Troll Warlord,True
Phoenix,Windranger,Treant Protector,Nyx Assassin,Sand King,Anti-Mage,Viper,Zeus,Beastmaster,Ogre Magi,True
Windranger,Sven,Chen,Zeus,Clockwerk,Legion Commander,Invoker,Morphling,Slark,Lion,False
Anti-Mage,Lion,Puck,Sand King,Spirit Breaker,Earthshaker,Outworld Devourer,Rubick,Sven,Morphling,False
Lycan,Beastmaster,Monkey King,Terrorblade,Razor,Lina,Underlord,Ember Spirit,Faceless Void,Rubick,True
Earthshaker,Necrophos,Pudge,Sniper,Bounty Hunter,Spectre,Spirit Breaker,Phantom Lancer,Ancient Apparition,Batrider,False
Medusa,Nature's Prophet,Ember Spirit,Shadow Fiend,Vengeful Spirit,Silencer,Monkey King,Viper,Io,Juggernaut,False
Phantom Assassin,Luna,Mirana,Medusa,Huskar,Elder Titan,Anti-Mage,Clinkz,Necrophos,Meepo,False
Night Stalker,Morphling,Shadow Demon,Monkey King,Puck,Leshrac,Nyx Assassin,Luna,Windranger,Storm Spirit,False
Ember Spirit,Omniknight,Death Prophet,Kunkka,Weaver,Riki,Night Stalker,Gyrocopter,Earthshaker,Ursa,False
Abaddon,Mirana,Lich,Razor,Drow Ranger,Lycan,Vengeful Spirit,Shadow Demon,Beastmaster,Nature's Prophet,True
Razor,Alchemist,Nyx Assassin,Enchantress,Brewmaster,Batrider,Wraith King,Lich,Drow Ranger,Pudge,False
Omniknight,Night Stalker,Lich,Medusa,Disruptor,Chaos Knight,Mirana,Alchemist,Visage,Axe,True
Meepo,Enchantress,Treant Protector,Earth Spirit,Sniper,Lone Druid,Viper,Tidehunter,Witch Doctor,Anti-Mage,True
Treant Protector,Bloodseeker,Necrophos,Puck,Drow Ranger,Riki,Lina,Anti-Mage,Morphling,Sniper,True
Phantom Assassin,Keeper of the Light,Puck,Templar Assassin,Tiny,Invoker,Lion,Nature's Prophet,Viper,Undying,True
Meepo,Skywrath Mage,Sven,Mirana,Bristleback,Spirit Breaker,Monkey King,Dark Seer,Broodmother,Spectre,False
Anti-Mage,Terrorblade,Skywrath Mage,Nature's Prophet,Invoker,Venomancer,Timbersaw,Nyx Assassin,Morphling,Tiny,True
Ogre Magi,Nature's Prophet,Bristleback,Centaur Warrunner,Vengeful Spirit,Batrider,Monkey King,Bounty Hunter,Pudge,Sand King,False
Bloodseeker,Earthshaker,Magnus,Luna,Weaver,Undying,Dazzle,Sand King,Leshrac,Razor,False
Winter Wyvern,Phoenix,Zeus,Ogre Magi,Ancient Apparition,Vengeful Spirit,Luna,Lycan,Doom,Nature's Prophet,False
Sven,Crystal Maiden,Lycan,Ancient Apparition,Clinkz,Batrider,Enigma,Spirit Breaker,Terrorblade,Shadow Shaman,False
Keeper of the Light,Chaos Knight,Tusk,Wraith King,Troll Warlord,Queen of Pain,Viper,Juggernaut,Earth Spirit,Undying,True
Beastmaster,Storm Spirit,Mirana,Kunkka,Nyx Assassin,Necrophos,Night Stalker,Riki,Sniper,Winter Wyvern,True
Bristleback,Phantom Assassin,Bloodseeker,Tiny,Sniper,Undying,Lina,Windranger,Ursa,Slardar,False
Leshrac,Axe,Troll Warlord,Shadow Fiend,Witch Doctor,Necrophos,Night Stalker,Monkey King,Magnus,Windranger,False
Lifestealer,Alchemist,Chen,Nature's Prophet,Troll Warlord,Dazzle,Witch Doctor,Puck,Queen of Pain,Crystal Maiden,True
Lich,Alchemist,Nature's Prophet,Slardar,Juggernaut,Batrider,Mirana,Undying,Bounty Hunter,Shadow Shaman,True
Enchantress,Kunkka,Pudge,Undying,Necrophos,Centaur Warrunner,Sand King,Ogre Magi,Skywrath Mage,Zeus,True
Weaver,Lich,Chaos Knight,Tusk,Keeper of the Light,Pugna,Naga Siren,Winter Wyvern,Shadow Shaman,Axe,True
Earth Spirit,Death Prophet,Kunkka,Windranger,Disruptor,Shadow Shaman,Outworld Devourer,Omniknight,Weaver,Riki,False
Alchemist,Shadow Shaman,Tiny,Techies,Nature's Prophet,Tidehunter,Shadow Demon,Invoker,Spectre,Io,True
Anti-Mage,Lion,Witch Doctor,Queen of Pain,Bristleback,Invoker,Drow Ranger,Phantom Assassin,Dragon Knight,Vengeful Spirit,True
Terrorblade,Sniper,Undying,Oracle,Faceless Void,Abaddon,Huskar,Magnus,Lycan,Storm Spirit,False
Bloodseeker,Dazzle,Faceless Void,Ogre Magi,Axe,Crystal Maiden,Night Stalker,Tiny,Windranger,Meepo,True
Queen of Pain,Viper,Rubick,Elder Titan,Night Stalker,Windranger,Lifestealer,Beastmaster,Invoker,Clockwerk,False
Shadow Demon,Bloodseeker,Bristleback,Invoker,Pudge,Legion Commander,Morphling,Treant Protector,Troll Warlord,Puck,True
Anti-Mage,Viper,Phantom Lancer,Sniper,Phantom Assassin,Zeus,Windranger,Wraith King,Ancient Apparition,Sven,True
Lone Druid,Techies,Nature's Prophet,Enigma,Drow Ranger,Beastmaster,Razor,Keeper of the Light,Oracle,Sniper,True
Mirana,Venomancer,Huskar,Pugna,Legion Commander,Earth Spirit,Tiny,Centaur Warrunner,Spirit Breaker,Batrider,True
Shadow Fiend,Dazzle,Ursa,Techies,Riki,Invoker,Clinkz,Bristleback,Sniper,Legion Commander,False
Treant Protector,Outworld Devourer,Phantom Lancer,Keeper of the Light,Faceless Void,Sand King,Clockwerk,Doom,Batrider,Visage,False
Mirana,Queen of Pain,Bristleback,Monkey King,Spectre,Zeus,Nyx Assassin,Shadow Shaman,Morphling,Bloodseeker,True
Medusa,Terrorblade,Luna,Pugna,Sniper,Tidehunter,Winter Wyvern,Invoker,Bane,Bloodseeker,True
Medusa,Ursa,Earthshaker,Puck,Winter Wyvern,Slardar,Warlock,Pudge,Techies,Legion Commander,True
Pudge,Timbersaw,Ember Spirit,Drow Ranger,Tusk,Crystal Maiden,Bristleback,Skywrath Mage,Juggernaut,Silencer,False
Leshrac,Ursa,Mirana,Zeus,Bloodseeker,Lifestealer,Drow Ranger,Dragon Knight,Techies,Phoenix,True
Batrider,Invoker,Crystal Maiden,Slardar,Bounty Hunter,Treant Protector,Disruptor,Lifestealer,Drow Ranger,Faceless Void,False
Tiny,Clockwerk,Nature's Prophet,Bounty Hunter,Necrophos,Kunkka,Storm Spirit,Death Prophet,Lifestealer,Sniper,True
Winter Wyvern,Windranger,Elder Titan,Naga Siren,Bloodseeker,Juggernaut,Warlock,Venomancer,Lich,Lina,False
